genome_id	phaZ_status	major_subtype	phylum	genus	species	growth_rate_per_h	doubling_time_h
GCF_000019785.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphaerotilus	Sphaerotilus cholodnii	0.2724392376199058	2.54422669295159
GCF_013294065.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphaerotilus	Sphaerotilus uruguayifluvii	0.6470593566129572	1.07122657832851
GCF_023734135.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphaerotilus	Sphaerotilus microaerophilus	0.1842749794511084	3.76148288077194
GCF_034519685.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphaerotilus	Sphaerotilus sp034519685	0.4540747175385907	1.52650467816684
GCF_041083715.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphaerotilus	Sphaerotilus sp041083715	0.4910727874329649	1.41149580733908
GCF_900156335.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphaerotilus	Sphaerotilus natans	0.6876523292608038	1.00799074047353
GCA_013299055.1	phaZ_negative	none	Pseudomonadota	Sphaerotilus	Sphaerotilus sp013299055	0.4709673497106587	1.47175208851693
GCA_016703325.1	phaZ_negative	none	Pseudomonadota	Sphaerotilus	Sphaerotilus sp016703325	0.2067231847589661	3.35302100423877
GCA_030918015.1	phaZ_negative	none	Pseudomonadota	Sphaerotilus	Sphaerotilus sp030918015	1.314880897717578	0.527155867701126
GCA_046045865.1	phaZ_negative	none	Pseudomonadota	Sphaerotilus	Sphaerotilus sp046045865	0.3686957976293472	1.87999750747572
GCA_964470355.1	phaZ_negative	none	Pseudomonadota	Sphaerotilus	Sphaerotilus sp964470355	0.2400846413495996	2.887095053909
GCF_004216565.1	phaZ_negative	none	Pseudomonadota	Sphaerotilus	Sphaerotilus mobilis	0.244565788234189	2.83419518962402
GCF_013299175.1	phaZ_negative	none	Pseudomonadota	Sphaerotilus	Sphaerotilus sp013299175	0.6475958686245331	1.0703391021196
GCF_013410775.1	phaZ_negative	none	Pseudomonadota	Sphaerotilus	Sphaerotilus montanus	0.5476689957703964	1.26563158753383
GCF_013426975.1	phaZ_negative	none	Pseudomonadota	Sphaerotilus	Sphaerotilus sulfidivorans	0.6050631151809371	1.14557830938458
GCF_041083635.1	phaZ_negative	none	Pseudomonadota	Sphaerotilus	Sphaerotilus ochraceus	0.3339807740539087	2.07541042601471
GCA_003248935.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingobium	Sphingobium sp003248935	0.4267983415849031	1.62406249749229
GCA_032082785.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingobium	Sphingobium sp032082785	0.6078661384367775	1.14029576041607
GCA_034519505.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingobium	Sphingobium sp034519505	0.5589776102012901	1.24002673436301
GCA_035278405.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingobium	Sphingobium sp035278405	1.175076851913833	0.589873912868784
GCA_035281605.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingobium	Sphingobium sp035281605	1.3881659828468091	0.499325865296353
GCA_040508335.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingobium	Sphingobium sp040508335	0.5983975240314018	1.15833898491126
GCA_964532255.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingobium	Sphingobium sp964532255	0.27454880570472	2.5246774568214
GCA_965653535.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingobium	Sphingobium sp965653535	0.552861572389772	1.25374454506538
GCF_000445065.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingobium	Sphingobium quisquiliarum	0.5893133859118763	1.17619452931211
GCF_000447205.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingobium	Sphingobium ummariense	0.542266712843671	1.2782403273936
GCF_000508185.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingobium	Sphingobium sp000508185	0.5131797523856906	1.3506908200053
GCF_002080435.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingobium	Sphingobium herbicidovorans	0.7467652905648957	0.928199515051924
GCF_002953135.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingobium	Sphingobium sp002953135	0.281885829149311	2.45896426454554
GCF_004152845.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingobium	Sphingobium fuliginis	0.8799240729079607	0.78773521705031
GCF_014197035.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingobium	Sphingobium scionense	0.7623853830051786	0.909182148571226
GCF_023051225.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingobium	Sphingobium agri	0.5245029415719432	1.32153154085766
GCF_029590555.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingobium	Sphingobium sp001650725	0.6935530612392314	0.999414780639046
GCF_032153725.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingobium	Sphingobium sp032153725	1.3862909203607483	0.500001240994618
GCF_034424525.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingobium	Sphingobium yanoikuyae	0.7648968048689793	0.906196987812854
GCF_035989265.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingobium	Sphingobium sp035989265	0.5503853667127244	1.25938519168831
GCF_037154135.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingobium	Sphingobium aquiterrae	0.4479951310334774	1.54722034358036
GCF_042647625.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingobium	Sphingobium rhizovicinum	0.9799233797812704	0.707348344637581
GCF_043589935.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingobium	Sphingobium naphthae_A	0.5197386702648317	1.33364558039669
GCF_049304695.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingobium	Sphingobium sp049304695	0.3613313672659496	1.91831444306846
GCF_049913335.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingobium	Sphingobium sp040676365	0.9249149809720434	0.749417184086995
GCF_900013425.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingobium	Sphingobium sp900013425	0.4174894504391814	1.66027472030918
GCA_017304105.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium sp017304105	0.4182797148542074	1.65713792934363
GCA_018823325.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium sp018823325	0.2568752413139777	2.69838064974395
GCA_033795485.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium sp033795485	0.314494573413114	2.20400362727226
GCA_035490755.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium sp035490755	0.2416404362987599	2.86850657603908
GCA_039934655.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium sp039934655	0.2385128567879752	2.90612082675323
GCA_044237945.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium sp044237945	0.4795572511330026	1.44538984432477
GCA_046348605.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium sp046348605	0.4273834341368612	1.62183913833679
GCA_050176605.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium sp050176605	0.1652432437583797	4.19470814536582
GCA_050251675.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium sp050251675	0.2220307886252892	3.12185163531413
GCF_000412635.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium bisphenolivorans	0.6116503875410808	1.13324080991184
GCF_000722875.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium chlorophenolicum	0.6402873264980183	1.08255645844349
GCF_001005725.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium chungbukense	0.9998582442029098	0.69324545212159
GCF_001598335.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium abikonense	0.6165445630364764	1.12424506210257
GCF_003591655.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium terrigena	0.64111485005431	1.0811591409889
GCF_003967075.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium amiense	0.7022492046137828	0.987038754912021
GCF_011762025.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium vermicomposti	0.5997451709736689	1.15573615946693
GCF_012927105.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium psychrophilum	0.519706307210114	1.33372862892678
GCF_014280435.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium sp014280435	0.6628865984553831	1.04564971169288
GCF_015693305.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium sp015693305	0.9275460872016096	0.747291363872989
GCF_019097845.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium sp019097845	0.5597686296771505	1.23827442949013
GCF_022758885.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium sp022758885	0.5843567534923866	1.18617124969871
GCF_024168485.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium sp024168485	0.6811028993736998	1.01768349715927
GCF_026427355.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium sp026427355	0.8618896580616086	0.80421800409908
GCF_035511395.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium sp035511395	0.8706697523979726	0.796108029078649
GCF_041877245.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium sp041877245	0.5118878656131247	1.35409965174641
GCF_900111125.1	phaZ_negative	none	Pseudomonadota	Sphingobium	Sphingobium sp900111125	0.9639868096358184	0.719042183597727
GCF_033025475.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingobium_A	Sphingobium_A sp033025475	0.9852418488199148	0.703529982399926
GCF_003590775.1	phaZ_negative	none	Pseudomonadota	Sphingobium_A	Sphingobium_A cavernae	0.4725982361536663	1.46667322798591
GCA_025450755.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp025450755	0.1170012028645721	5.92427396974933
GCA_025980335.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp025980335	0.1444157412154732	4.79966501384185
GCA_030447545.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp030447545	0.0784781411521043	8.83235981872334
GCA_034668265.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp034668265	0.1631648680012577	4.24813986644847
GCA_035470745.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp035470745	0.2083173384014406	3.32736192713929
GCA_035491735.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp035491735	0.3170638961419972	2.18614351553139
GCA_035758865.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp035758865	0.493284494726058	1.40516717628613
GCA_035944075.1	phaZ_positive	extracellular.lemoignei_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp035944075	0.1538298861000614	4.50593313258436
GCA_036375515.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp036375515	0.1762796222022674	3.9320890974262
GCA_039931595.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp039931595	0.1947665911714723	3.55886076965684
GCA_046590765.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp046590765	0.338399076934852	2.04831285841063
GCA_046731515.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp046731515	0.1957073483407758	3.54175347239901
GCA_963703055.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp963703055	0.1526609618819811	4.54043503994035
GCA_963738825.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp963738825	0.1270917134950879	5.45391325286314
GCA_963750315.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp963750315	0.2431633548754265	2.85054127878375
GCA_963750385.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp963750385	0.2835793554837966	2.4442794129968
GCA_963752025.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp963752025	0.1851594637639601	3.74351473302798
GCA_963754245.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp963754245	0.2765521104881954	2.50638904666588
GCA_963785965.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp963785965	0.1519436944783099	4.56186867734016
GCA_963807815.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp963807815	0.2670867810997053	2.5952133524017
GCF_000620665.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp000620665	0.1363664268003535	5.08297531015272
GCF_021502585.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium cremea	0.3019993425126076	2.29519433649432
GCF_022865105.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium astaxanthinifaciens	0.3274287093753031	2.1169407590507
GCF_023516505.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium breve	0.3395728741525825	2.04123248150996
GCF_036884275.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingomicrobium	Sphingomicrobium kaistense_A	0.3245691003931039	2.13559201945113
GCA_035279065.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp035279065	0.1925253359548496	3.60029072081453
GCA_035540875.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp035540875	0.1451913231602617	4.77402619848606
GCA_035653695.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp035653695	0.1674473397265364	4.13949353684535
GCA_035700945.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp035700945	0.1896452974683539	3.65496634935338
GCA_035711585.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp035711585	0.3118217232543865	2.22289574095667
GCA_035764265.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp035764265	0.1326530488264913	5.22526384950695
GCA_038319435.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp038319435	0.1893695452507062	3.66028856246282
GCA_039925325.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp039925325	0.2227088295136121	3.11234710394623
GCA_045810725.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp045810725	0.2269498580484855	3.05418644682237
GCA_046730955.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp046730955	0.2996363357162151	2.31329481086841
GCA_050261135.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp050261135	0.2044202748402483	3.39079468072152
GCA_051000635.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp051000635	0.0984787023838779	7.03854908503974
GCA_051962455.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp051962455	0.2339881399213556	2.96231758068129
GCA_963748685.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp963748685	0.0980885019040339	7.06654875041413
GCA_963754215.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp963754215	0.1534934659062707	4.51580903765121
GCA_963829625.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp963829625	0.2352560931488128	2.94635165993975
GCA_964235815.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp964235815	0.2122698923832563	3.26540505946297
GCA_964430865.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp964430865	0.1146979868406454	6.04323754629593
GCF_014396785.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium luteum	0.1634481196655421	4.2407779421281
GCF_023516455.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium caseinilyticum	0.4764706614230812	1.45475311846004
GCF_025362505.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp025362505	0.1610451993602185	4.30405366514245
GCF_029637485.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium sp029637485	0.3478119678861219	1.99287903970829
GCF_039537965.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium limnosediminicola	0.3335868573709133	2.07786117841339
GCF_039538065.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium rosea	0.4019933169820083	1.72427538289391
GCF_039543105.1	phaZ_negative	none	Pseudomonadota	Sphingomicrobium	Sphingomicrobium daechungense	0.4158694412307806	1.66674227976105
GCA_002083435.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas sp002083435	0.165699995432599	4.18314544155732
GCA_006438735.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas koreensis_A	0.2322497822223372	2.98449012062531
GCA_019112965.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas excrementigallinarum	0.6230581426766825	1.11249196998238
GCA_030854075.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingomonas	Sphingomonas sp030854075	0.2900965751041166	2.38936699032442
GCA_035709645.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas sp035709645	0.5163695753926271	1.34234705836978
GCA_052321755.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas sp052321755	0.4608254194772641	1.50414267803676
GCA_903884945.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingomonas	Sphingomonas sp903884945	0.264030961044455	2.62524962155192
GCA_964521615.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas sp964521615	0.5851669802912557	1.18452886766602
GCF_000787715.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas parapaucimobilis	0.5926077926642721	1.16965586538048
GCF_001591005.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas sanguinis	0.6174612920932376	1.12257592408769
GCF_001591025.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas soli	0.6162356759239339	1.12480858807906
GCF_003096275.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas pokkalii	0.5182286530797128	1.33753156341459
GCF_003688625.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas sp003688625	0.3368948651646489	2.05745843060323
GCF_004341085.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas sp004341085	0.4008639508969276	1.72913323587476
GCF_026107375.2	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas sp026107375	0.3497994042671672	1.9815562065124
GCF_036387595.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas sp036387595	0.1624419100783355	4.26704647972733
GCF_041659925.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas sp041659925	0.4167139443462141	1.66336449731105
GCF_042091075.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas sp042091075	0.4737236056849238	1.46318902465874
GCF_044881195.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingomonas	Sphingomonas sp044881195	0.4298124197297981	1.61267368913093
GCF_051400615.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas sp051400615	0.2791243255877835	2.48329191338056
GCF_900115295.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingomonas	Sphingomonas sp900115295	0.3665444464080761	1.89103173531174
GCF_913774285.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas sp913774285	0.3868490691385678	1.79177678287669
GCF_964237155.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas sp964237155	0.1058748497636266	6.54685397058364
GCF_964244265.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas	Sphingomonas sp964244265	0.1136120515555604	6.10100047547307
GCA_038230675.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas sp038230675	0.2721501846459232	2.54692893727687
GCA_039916765.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas sp039916765	0.2673789620005404	2.59237740835625
GCA_040385975.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas sp040385975	0.1723299188314838	4.02221033503621
GCA_046155125.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas sp046155125	0.2397898719686829	2.89064410798164
GCA_913775795.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas sp913775795	0.4335501162238341	1.59877060257109
GCA_913777295.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas sp913777295	1.1280737579007205	0.614452003430921
GCF_001424005.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas sp001424005	0.4124375392402444	1.68061127955714
GCF_001476905.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas sanguinis_B	0.6159286772844417	1.12536922881388
GCF_010450875.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas insulae	0.3708640290478978	1.86900622942438
GCF_014199625.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas abaci	0.4100793886838414	1.69027558976962
GCF_014653575.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas glacialis	0.3760754019455598	1.84310693274293
GCF_018449795.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas sp018449795	0.370426083452866	1.87121590925479
GCF_019746015.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas sp019746015	0.2584037685745405	2.68241900798748
GCF_021043365.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas sp021043365	0.5632401551301445	1.23064233657095
GCF_028293085.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas sp028293085	0.3443425044958167	2.01295852678671
GCF_030678875.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas aurea	0.3749206762102644	1.84878355487445
GCF_030818415.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas sp030818415	0.6909657059720223	1.00315713872493
GCF_032114135.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas sp032114135	0.5305646343475513	1.30643306335773
GCF_034659795.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas fuzhouensis	0.7804751428666614	0.888109233067996
GCF_039522995.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas molluscorum	0.5711258296514198	1.21365055575056
GCF_039537815.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas cynarae	0.4453099918077026	1.55654980420755
GCF_048015635.2	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas sp048015635	0.2828111288947271	2.45091904009888
GCF_048568905.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas sp000282895	0.5804579147988763	1.1941385635169
GCF_964263785.1	phaZ_negative	none	Pseudomonadota	Sphingomonas	Sphingomonas sp964263785	0.1706078062855335	4.06281046366587
GCF_003248515.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingomonas_I	Sphingomonas_I sp003248515	0.5601215120438865	1.23749430374607
GCF_011761305.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingomonas_I	Sphingomonas_I vulcanisoli	0.2389998237685797	2.90019954672063
GCF_035317925.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingomonas_I	Sphingomonas_I sp035317925	0.4392012455208399	1.57819948743077
GCF_044905095.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas_I	Sphingomonas_I sp044905095	0.3432777409978721	2.01920223124587
GCA_964247375.1	phaZ_negative	none	Pseudomonadota	Sphingomonas_I	Sphingomonas_I sp964247375	0.3569297909118251	1.9419706570001
GCA_964250685.1	phaZ_negative	none	Pseudomonadota	Sphingomonas_I	Sphingomonas_I sp964250685	0.2051293323688581	3.37907393621087
GCF_052180265.1	phaZ_negative	none	Pseudomonadota	Sphingomonas_I	Sphingomonas_I sp052180265	0.4127313761051981	1.67941479783033
GCF_934560975.1	phaZ_negative	none	Pseudomonadota	Sphingomonas_I	Sphingomonas_I sp934560975	0.353472996019695	1.96096219050726
GCA_031369985.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas_O	Sphingomonas_O sp031369985	0.1758692660012265	3.94126385081468
GCA_031371635.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingomonas_O	Sphingomonas_O sp031371635	0.1851375534245504	3.74395776404394
GCF_003660165.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingomonas_O	Sphingomonas_O paeninsulae	0.2223595511108428	3.11723592306778
GCF_025353885.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingomonas_O	Sphingomonas_O sp025353885	0.1973127561467872	3.51293648771644
GCA_031364345.1	phaZ_negative	none	Pseudomonadota	Sphingomonas_O	Sphingomonas_O sp031364345	0.1700420019975379	4.07632921523696
GCA_043752405.1	phaZ_negative	none	Pseudomonadota	Sphingomonas_O	Sphingomonas_O sp043752405	0.1913620796711873	3.62217625221759
GCA_049318505.1	phaZ_negative	none	Pseudomonadota	Sphingomonas_O	Sphingomonas_O sp049318505	0.1890578735892705	3.66632273705676
GCA_965248965.1	phaZ_negative	none	Pseudomonadota	Sphingomonas_O	Sphingomonas_O sp965248965	0.3343347289522969	2.07321322176747
GCA_013821905.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingopyxis	Sphingopyxis sp013821905	0.6311010152300524	1.09831415864111
GCA_040079655.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingopyxis	Sphingopyxis sp040079655	0.1310263806853552	5.29013452813337
GCA_044508875.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Sphingopyxis	Sphingopyxis flava_A	0.4116350054192438	1.68388784101096
GCA_964488705.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Sphingopyxis	Sphingopyxis sp964488705	0.2880787394724373	2.40610321271648
