genome_id	phaZ_count	best_evalue	best_pident	hit_refs
GCF_018449525.1	2	4.76e-11	34.5	CAJ95805.1,WKZ88401.1
GCF_018474005.1	2	1.9e-20	42.1	BAA33394.1,UCA14981.1
GCF_018612915.1	2	2.64e-12	39.3	BAA33394.1,UCA14981.1
GCF_018555685.1	3	1.26e-11	52.8	BAA33394.1,CAJ95805.1,UCA14981.1
GCF_018612875.1	2	5.120000000000001e-22	36.0	BAA33394.1,UCA14981.1
GCF_018588885.1	2	5.57e-14	38.1	CAJ93939.1,CAJ95805.1
GCF_018614525.1	1	8.76e-15	34.3	sp|P52090.1|PHA1_PAULE
GCF_018687515.1	1	6.1e-11	51.2	UCA14981.1
GCF_018687075.1	2	3.81e-24	35.0	CAJ93939.1,WKZ88401.1
GCF_018687095.1	2	1.15e-12	63.6	BAA33394.1,UCA14981.1
GCF_018687455.1	1	1.59e-18	40.0	BAA33394.1
GCF_018687195.1	3	9.49e-12	84.0	BAA33394.1,UCA14981.1
GCF_018687275.1	1	6.08e-19	31.1	BAA33394.1
GCF_018687355.1	2	2.83e-12	51.4	BAA33394.1,UCA14981.1
GCF_018687495.1	2	3.37e-12	69.2	BAA33394.1,UCA14981.1
GCF_018619475.1	2	5.27e-12	36.2	CAJ93939.1,CAJ95805.1
GCF_018687615.1	2	1.06e-12	69.0	BAA33394.1,UCA14981.1
GCF_018687635.1	3	3.43e-19	38.3	BAA33394.1,CAJ95805.1,UCA14981.1
GCF_018687675.1	3	1.62e-11	76.9	BAA33394.1,UCA14981.1
GCF_018688095.1	5	3.9000000000000004e-22	42.5	BAA33394.1,CAJ95805.1,UCA14981.1
GCF_018687695.1	2	8.64e-12	54.3	BAA33394.1,UCA14981.1
GCF_018687815.1	2	1.78e-18	42.0	BAA33394.1,UCA14981.1
GCF_018687975.1	4	6.27e-21	43.1	BAA33394.1,UCA14981.1
GCF_018687935.1	2	1.18e-11	54.1	BAA33394.1,UCA14981.1
GCF_018687895.1	2	6.55e-14	32.7	CAJ93939.1,WKZ88401.1
GCF_018688155.1	1	5.7e-12	53.7	UCA14981.1
GCF_018688255.1	2	7.8e-12	67.9	BAA33394.1,UCA14981.1
GCF_018688235.1	2	1.02e-17	38.5	BAA33394.1,UCA14981.1
GCF_018688375.1	2	1.08e-17	37.7	BAA33394.1,UCA14981.1
GCF_018688455.1	2	3.71e-13	84.0	BAA33394.1,UCA14981.1
GCF_018688335.1	2	2.25e-13	35.2	BAA33394.1,UCA14981.1
GCF_018619435.1	2	3.72e-16	52.2	WP_207907290.1
GCF_018732085.1	1	9.17e-16	31.3	sp|P52090.1|PHA1_PAULE
GCF_018736085.1	4	1.12e-15	39.8	CAJ93939.1,CAJ95805.1,WKZ88401.1,sp|P52090.1|PHA1_PAULE
GCF_018780075.1	5	8.68e-25	38.6	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCF_018847975.1	3	1.1200000000000001e-22	36.1	BAA33394.1,UCA14981.1,sp|P52090.1|PHA1_PAULE
GCF_018729255.1	2	4.16e-21	51.4	BAA33394.1,UCA14981.1
GCF_018780565.1	2	9.76e-12	32.7	CAJ95805.1,UCA14981.1
GCF_018860165.1	1	7.43e-12	32.7	WKZ88401.1
GCF_018881545.1	2	7.25e-12	65.4	BAA33394.1,UCA14981.1
GCF_018881635.1	2	2.07e-12	69.2	BAA33394.1,UCA14981.1
GCF_018881595.1	3	8.13e-19	37.1	BAA33394.1,CAJ95805.1,UCA14981.1
GCF_018881715.1	2	3.3200000000000004e-26	37.1	BAA33394.1,UCA14981.1
GCF_018881655.1	1	2.28e-11	72.0	WKZ88401.1
GCF_018881835.1	3	2.97e-28	36.1	BAA33394.1,CAJ95805.1,UCA14981.1
GCF_018881815.1	1	1.48e-13	30.6	WKZ88401.1
GCF_018882095.1	2	1.21e-17	36.4	BAA33394.1,UCA14981.1
GCF_018881925.1	4	4.5600000000000004e-29	39.3	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCF_018882055.1	4	4.75e-16	51.2	BAA33394.1,UCA14981.1
GCF_018860425.1	1	8.58e-16	43.4	BAA32541.1
GCF_018882125.1	2	8.039999999999999e-23	34.8	BAA33394.1,UCA14981.1
GCF_018882085.1	2	1.51e-14	33.9	BAA33394.1,UCA14981.1
GCF_018882155.1	1	5.11e-12	30.1	UCA14981.1
GCF_018882285.1	3	2.22e-30	69.0	BAA33394.1,UCA14981.1
GCF_018882205.1	2	9.24e-14	32.2	BAA33394.1,UCA14981.1
GCF_018882245.1	2	5.93e-22	41.3	BAA33394.1,UCA14981.1
GCF_018882185.1	5	4.79e-17	57.9	BAA33394.1,CAJ93939.1,UCA14981.1
GCF_018882385.1	3	5.06e-12	68.8	BAA33394.1,CAJ95805.1,UCA14981.1
GCF_018882325.1	5	3.87e-15	71.9	BAA33394.1,UCA14981.1
GCF_018882335.1	2	7.57e-12	80.8	BAA33394.1,UCA14981.1
GCF_018882365.1	2	1.1500000000000002e-21	33.3	BAA33394.1,UCA14981.1
GCF_018882445.1	2	4.95e-25	37.8	BAA33394.1,UCA14981.1
GCF_018904615.1	2	9.9e-20	32.1	BAA33394.1,UCA14981.1
GCF_019052805.1	1	3.5e-13	35.8	UCA14981.1
GCF_019104745.1	1	2.87e-11	36.5	CAJ95805.1
GCF_019084245.1	4	7.53e-17	39.3	CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCF_019091085.1	1	1.53e-11	33.6	CAJ93939.1
GCF_019195435.1	2	7.21e-16	38.6	BAA33394.1,UCA14981.1
GCF_019166065.1	2	1.13e-17	34.2	BAA33394.1,UCA14981.1
GCF_019218265.1	2	8.63e-13	34.1	CAJ95805.1,WKZ88401.1
GCF_019219095.1	2	1.74e-36	38.9	BAA19791.1,BAA35137.1
GCF_019222765.1	1	1.58e-19	43.4	AAB02914.1
GCF_019218885.1	3	5.51e-25	33.4	BAA33394.1,CAJ95805.1,UCA14981.1
GCF_019249295.1	1	3.95e-11	33.3	CAJ95805.1
GCF_019343455.1	3	1.89e-12	88.0	BAA33394.1,CAJ95805.1,UCA14981.1
GCF_019402665.1	3	2.55e-14	40.0	BAA33394.1,CAJ93939.1,UCA14981.1
GCF_019443445.1	1	3.55e-11	36.4	UCA14981.1
GCF_019428685.1	3	2.49e-15	45.9	BAA33394.1,UCA14981.1
GCF_019443505.1	2	3.84e-12	39.0	BAA33394.1,UCA14981.1
GCF_019634775.1	2	1.3400000000000002e-21	32.4	BAA33394.1,UCA14981.1
GCF_019492055.1	4	3.51e-15	36.7	CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCF_019635465.1	1	6.82e-15	32.6	UCA14981.1
GCF_019635935.1	3	1.27e-15	34.8	BAA33394.1,CAJ93939.1,UCA14981.1
GCF_019511605.1	4	4.52e-19	41.6	BAA33394.1,UCA14981.1
GCF_019511345.1	1	8.54e-12	38.1	CAJ95805.1
GCF_019636075.1	2	1.38e-11	32.5	CAJ93939.1,WKZ88401.1
GCF_019511445.1	1	7.24e-14	38.5	CAJ93939.1
GCF_019511525.1	2	1.38e-12	34.4	CAJ95805.1,WKZ88401.1
GCF_019656455.1	2	2.68e-13	30.2	BAA33394.1,UCA14981.1
GCF_019711355.1	4	2.56e-13	37.2	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCF_019749955.1	1	8.13e-13	31.1	WKZ88401.1
GCF_019745455.1	1	6.63e-13	39.2	WKZ88401.1
GCF_019748365.1	4	9.72e-15	35.3	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCF_019795295.1	2	3.97e-23	38.2	BAA33394.1,UCA14981.1
GCF_019753045.1	1	4.72e-14	30.9	CAJ93939.1
GCF_019740315.1	1	2.1e-13	78.6	BAA32541.1
GCF_019801145.1	2	3.13e-13	37.7	CAJ95805.1,WKZ88401.1
GCF_019857205.1	2	2.72e-13	35.5	CAJ95805.1,WKZ88401.1
GCF_019923725.1	2	2.94e-12	76.9	BAA33394.1,UCA14981.1
GCF_019966535.1	5	5.3799999999999995e-24	37.1	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCF_019966595.1	2	1.86e-19	34.5	CAJ93939.1,WKZ88401.1
GCF_019966545.1	1	4.31e-11	35.5	WKZ88401.1
GCF_020026895.1	2	2.27e-13	37.1	BAA33394.1,UCA14981.1
GCF_019973615.1	2	1.28e-11	80.8	CAJ95805.1,UCA14981.1
GCF_020034655.1	4	6.88e-17	71.9	BAA33394.1,UCA14981.1
GCF_020092905.1	1	4.02e-15	30.1	CAJ93939.1
GCF_020144925.1	1	2.38e-13	36.4	WKZ88401.1
GCF_020171805.1	1	1.27e-12	64.3	WP_128854079.1
GCF_020164435.1	4	4.67e-16	44.1	BAA33394.1,CAJ95805.1,UCA14981.1
GCF_020103695.1	1	4.64e-13	30.4	sp|P52090.1|PHA1_PAULE
GCF_020179405.1	1	8.35e-11	33.0	CAJ93939.1
GCF_020253645.1	2	6.42e-12	38.3	CAJ93939.1,UCA14981.1
GCF_020179755.1	2	1.48e-19	34.1	BAA33394.1,UCA14981.1
GCF_020387415.1	3	2.63e-13	61.1	CAJ93939.1,UCA14981.1,WKZ88401.1
GCF_020320395.1	3	3.32e-15	68.0	CAJ95805.1,WKZ88401.1
GCF_020194175.1	1	7.17e-13	34.7	CAJ93939.1
GCF_020447205.1	2	5.38e-15	84.6	BAA32541.1
GCF_020510445.1	2	9.999999999999999e-26	33.6	AAA87070.1,CAJ93939.1
GCF_020329485.1	3	8.15e-15	39.0	CAJ93939.1,WKZ88401.1
GCF_020511115.1	3	7.85e-24	39.8	BAA33394.1,UCA14981.1,sp|P52090.1|PHA1_PAULE
GCF_020524625.1	1	1.21e-12	30.3	BAA33394.1
GCF_020524585.1	1	4.61e-12	32.3	WKZ88401.1
GCF_020618415.1	2	2.62e-47	45.0	BAA33394.1,UCA14981.1
GCF_020595095.1	2	4.51e-12	33.6	BAA33394.1,UCA14981.1
GCF_020662345.1	3	1.65e-16	41.9	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCF_020707265.1	2	6.54e-11	31.4	BAA33394.1,UCA14981.1
GCF_020850895.1	3	4.4799999999999997e-23	31.0	BAA33394.1,UCA14981.1
GCF_020784175.1	3	3.24e-23	33.3	BAA33394.1,CAJ93939.1,UCA14981.1
GCF_020857975.1	2	1.61e-13	33.6	BAA33394.1,UCA14981.1
GCF_020833685.1	1	4.43e-11	31.5	WKZ88401.1
GCF_020880995.1	2	3.16e-22	34.2	CAJ93939.1,WKZ88401.1
GCF_020858115.1	1	2.06e-13	31.1	UCA14981.1
GCF_020991085.1	1	1.2e-12	37.5	WKZ88401.1
GCF_020880415.1	3	9.43e-23	35.7	BAA33394.1,CAJ95805.1,UCA14981.1
GCF_020881035.1	4	4.91e-19	42.2	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCF_020880815.1	7	2.88e-25	38.7	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCF_020991325.1	1	5.73e-14	62.8	BAA33394.1
GCF_020889685.1	1	1.61e-14	31.6	CAJ95805.1
GCF_021026335.1	4	2.76e-16	38.7	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCF_021049305.1	3	3.73e-20	34.5	AAA87070.1,BAA33394.1,UCA14981.1
GCF_021044825.1	1	9.44e-13	30.4	BAA33394.1
GCF_021117405.1	1	1.49e-11	33.2	UCA14981.1
GCF_021246445.1	2	6.35e-12	39.5	BAA33394.1,UCA14981.1
GCF_021233355.1	2	1.85e-15	37.1	BAA33394.1,UCA14981.1
GCF_021202945.1	2	1.58e-26	33.2	BAA33394.1,UCA14981.1
GCF_021088345.1	1	8.25e-12	45.9	UCA14981.1
GCF_021173085.1	2	1.5e-16	45.7	BAA33394.1,UCA14981.1
GCF_021227995.1	2	1.14e-19	33.1	CAJ93939.1,CAJ95805.1
GCF_021287135.1	2	1.2199999999999999e-42	39.6	BAA19791.1,BAA35137.1
GCF_021343995.1	1	1.76e-17	31.3	WKZ88401.1
GCF_021353235.1	5	3.89e-21	36.7	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCF_021353265.1	5	2.3e-14	65.7	BAA33394.1,UCA14981.1,WKZ88401.1
GCF_021395205.1	2	2.41e-13	61.5	BAA33394.1,UCA14981.1
GCF_021401245.1	2	3.93e-14	34.7	CAJ93939.1,WKZ88401.1
GCF_021390575.1	5	2.81e-22	46.5	BAA33394.1,CAJ95805.1,UCA14981.1
GCF_021390595.1	2	8.080000000000001e-27	38.7	BAA33394.1,UCA14981.1
GCF_021391675.1	2	1.01e-12	33.3	CAJ93939.1,WKZ88401.1
GCF_021390645.1	6	6.75e-35	41.7	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCF_021462825.1	1	1.64e-14	32.0	sp|P52090.1|PHA1_PAULE
GCF_021390635.1	2	2.44e-19	32.8	BAA33394.1,UCA14981.1
GCF_021502585.1	1	9.24e-12	31.0	CAJ93939.1
GCF_021495345.1	2	3.62e-43	50.8	BAA32541.1
GCF_021483755.1	3	5e-13	43.0	BAA33394.1,UCA14981.1,WKZ88401.1
GCF_021502575.1	2	1.43e-11	54.3	CAJ93939.1
GCF_021458635.1	4	1.15e-13	35.5	CAJ93939.1,UCA14981.1,WKZ88401.1
GCF_021568905.1	2	1.93e-18	40.8	CAJ93939.1,WKZ88401.1
GCF_021608135.1	1	2.63e-13	35.9	WP_128854079.1
GCF_021648825.1	1	1.14e-11	56.4	CAJ93939.1
GCF_021653995.1	3	1.19e-23	42.0	BAA33394.1,CAJ95805.1,UCA14981.1
GCF_021903335.1	1	8.93e-24	33.1	UCA14981.1
GCF_021768455.1	4	4.66e-25	39.0	BAA33394.1,UCA14981.1
GCF_021991875.1	2	2.49e-15	40.8	BAA33394.1,UCA14981.1
GCF_022012445.1	4	1.12e-19	42.7	BAA33394.1,CAJ95805.1,UCA14981.1
GCF_022009635.1	1	9.17e-11	46.7	BAA19791.1
GCF_022179385.1	4	1.26e-18	37.8	BAA33394.1,CAJ93939.1,CAJ95805.1,WKZ88401.1
GCF_022179525.1	1	1.52e-11	72.0	CAJ93939.1
GCF_022179645.1	4	2.09e-18	35.3	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCF_022179745.1	1	1.05e-16	35.0	WKZ88401.1
GCF_022012485.1	3	8.09e-13	37.2	CAJ93939.1,WKZ88401.1
GCF_022229015.1	1	7.58e-16	36.8	sp|P52090.1|PHA1_PAULE
GCF_022230905.1	1	1.64e-16	35.7	sp|P52090.1|PHA1_PAULE
GCF_022271405.1	1	5.73e-13	33.2	CAJ95805.1
GCF_022179805.1	7	2.73e-31	46.4	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCF_022346925.1	1	2.95e-11	55.8	CAJ93939.1
GCF_022213065.1	2	4.4500000000000003e-32	33.4	BAA33394.1,UCA14981.1
GCF_022378335.1	2	7.68e-14	34.2	CAJ93939.1,WKZ88401.1
GCF_022394535.1	2	4.15e-18	41.2	BAA33394.1,UCA14981.1
GCF_022647565.1	2	3.16e-24	38.5	BAA33394.1,UCA14981.1
GCF_022662575.1	2	2.98e-17	35.1	BAA33394.1,UCA14981.1
GCF_022662495.1	2	5.75e-16	35.1	BAA33394.1,UCA14981.1
GCF_022663535.1	1	9.25e-11	75.0	WP_128854079.1
GCF_022750545.1	3	3.63e-14	40.0	CAJ93939.1,UCA14981.1,WKZ88401.1
GCF_022808325.1	1	5.1e-12	40.0	BAA33394.1
GCF_022760755.1	1	1.83e-12	33.9	CAJ93939.1
GCF_022760965.1	2	1.06e-47	34.8	BAA19791.1,BAA35137.1
GCF_022763245.1	2	5.94e-14	38.4	CAJ93939.1,WKZ88401.1
GCF_022763525.1	6	1.34e-52	80.8	BAA19791.1,BAA33394.1,BAA35137.1,UCA14981.1
GCF_022809125.1	3	7.740000000000001e-27	37.2	AAA87070.1,BAA19791.1,BAA35137.1
GCF_022809715.1	6	3.69e-19	35.9	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCF_022829345.1	2	3.9e-14	37.7	CAJ93939.1,WKZ88401.1
GCF_022829445.1	2	3.27e-13	39.3	CAJ95805.1,WKZ88401.1
GCF_022818885.1	1	3.79e-11	36.2	CAJ93939.1
GCF_022829635.1	3	1.44e-17	34.0	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCF_022865105.1	1	5.03e-11	31.7	CAJ93939.1
GCF_022832435.1	3	1.56e-14	37.1	BAA33394.1,CAJ95805.1,UCA14981.1
GCF_022843985.1	1	1.16e-11	64.1	CAJ93939.1
GCF_022836935.1	1	4.79e-12	31.8	CAJ93939.1
GCF_022832385.1	4	5.4e-14	38.9	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCF_022844445.1	2	6.06e-17	35.7	CAJ93939.1,WKZ88401.1
GCF_022844385.1	1	4.77e-14	40.6	WKZ88401.1
GCF_022835695.1	3	4.78e-16	37.8	BAA33394.1,CAJ93939.1,CAJ95805.1
GCF_022879575.1	2	5.92e-23	39.1	BAA33394.1,UCA14981.1
GCF_022965755.1	2	6.98e-20	35.6	BAA33394.1,UCA14981.1
GCF_022879595.1	2	2.7200000000000004e-27	39.1	BAA33394.1,UCA14981.1
GCF_023016265.1	1	1.14e-19	31.8	CAJ93939.1
GCF_023016005.1	1	1.19e-11	76.0	WKZ88401.1
GCF_023006505.1	1	3.42e-11	33.3	CAJ95805.1
GCF_023051225.1	1	2.56e-13	34.4	WKZ88401.1
GCF_023094165.1	1	1.37e-15	30.1	sp|P52090.1|PHA1_PAULE
GCF_023078495.1	6	2e-21	40.7	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCF_023073915.1	3	6.55e-17	36.4	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCF_023073715.1	1	5.23e-12	34.7	WKZ88401.1
GCF_023074175.1	1	6.84e-12	31.6	CAJ93939.1
GCF_023074185.1	1	2.91e-11	59.5	BAA33394.1
GCF_023074055.1	2	4.43e-12	70.8	BAA33394.1,CAJ93939.1
GCF_023156535.1	2	4.1699999999999994e-23	38.3	BAA33394.1,UCA14981.1
GCF_023156385.1	1	9.45e-17	32.5	BAA32541.1
GCF_023101665.1	2	1.04e-12	95.7	CAJ93939.1,CAJ95805.1
GCF_023100945.1	6	1.19e-15	39.5	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCF_023101085.1	1	2.7e-11	35.8	CAJ93939.1
GCF_023231945.1	6	1.84e-19	39.8	AAA87070.1,BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCF_023195515.1	5	6.19e-18	41.1	AAB02914.1,BAA19791.1,BAA33394.1,BAA35137.1,UCA14981.1
GCF_023266355.1	4	1.1e-17	39.7	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCF_023255415.1	2	5.14e-13	67.9	WKZ88401.1
GCF_023311895.1	1	1.48e-15	36.2	WP_243656647.1
GCF_023516505.1	4	2.88e-15	38.7	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCF_023518235.1	2	3.18e-22	36.3	BAA33394.1,UCA14981.1
GCF_023571765.1	3	8.38e-18	48.1	CAJ93939.1,WKZ88401.1
GCF_023573145.1	3	8.3e-17	39.8	BAA33394.1,CAJ93939.1,UCA14981.1
GCF_023612255.1	2	1.26e-14	30.7	BAA33394.1,UCA14981.1
GCF_023634805.2	2	7.23e-17	33.0	BAA33394.1,UCA14981.1
GCF_023701695.1	1	4.0199999999999993e-23	31.2	sp|P52090.1|PHA1_PAULE
GCF_023630705.1	2	1.19e-18	34.6	BAA33394.1,UCA14981.1
GCF_023700005.1	3	1.37e-20	65.4	BAA33394.1,UCA14981.1
GCF_023631325.1	2	1.5299999999999999e-34	37.9	BAA33394.1,UCA14981.1
GCF_023712105.1	2	1.65e-16	41.0	BAA33394.1,UCA14981.1
GCF_023703445.1	2	3.25e-16	42.2	BAA33394.1,UCA14981.1
GCF_023734135.1	2	3.22e-23	38.0	BAA33394.1,UCA14981.1
GCF_023721835.1	6	6.99e-29	40.4	AAA87070.1,AAB02914.1,BAA19791.1,BAA33394.1,CAJ95805.1,UCA14981.1
GCF_023806085.1	1	7.36e-11	32.7	CAJ93939.1
GCF_023740755.1	1	7.93e-14	38.5	AAB02914.1
GCF_023736155.1	2	1.81e-17	42.3	BAA33394.1,UCA14981.1
GCF_023887685.1	1	3.54e-11	36.0	BAA19791.1
GCF_023953935.1	2	1.4500000000000002e-21	34.0	BAA33394.1,UCA14981.1
GCF_023910625.1	2	3.29e-13	38.9	BAA33394.1,UCA14981.1
GCF_023913775.1	2	1.72e-15	41.6	BAA19791.1,BAA35137.1
GCF_024158145.1	3	2.27e-14	36.6	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCF_024199005.1	1	7.21e-17	31.4	WKZ88401.1
GCF_024181725.1	2	1.94e-12	38.9	CAJ93939.1,WKZ88401.1
GCF_024198175.1	1	2.74e-20	31.5	sp|P52090.1|PHA1_PAULE
GCF_024236215.1	1	7.97e-11	46.0	CAJ95805.1
GCF_024281035.1	2	1.49e-24	38.6	BAA33394.1,UCA14981.1
GCF_024206495.1	4	8.12e-18	43.4	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCF_024385575.1	1	3.37e-12	32.2	WKZ88401.1
GCF_024494465.1	1	2.8e-13	33.6	WP_128854079.1
GCF_024499815.1	2	4.58e-18	30.2	BAA33394.1,UCA14981.1
GCF_024499015.1	2	6.35e-17	31.4	BAA33394.1,UCA14981.1
GCF_024519465.1	1	1.82e-19	30.6	UCA14981.1
GCF_024518835.1	1	8.41e-13	32.2	CAJ95805.1
GCF_024623725.1	3	1.24e-13	65.9	BAA33394.1,CAJ95805.1,UCA14981.1
GCF_024585265.1	2	2.93e-12	34.8	AAA87070.1,UCA14981.1
GCF_024704365.1	2	1.95e-18	34.0	BAA33394.1,UCA14981.1
GCF_024623785.1	1	1.4e-14	30.7	sp|P52090.1|PHA1_PAULE
GCF_024711105.1	2	1.4e-11	35.0	CAJ93939.1,UCA14981.1
GCF_024700055.1	5	3.23e-18	66.7	AAA87070.1,BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCF_024721585.1	1	2.58e-12	65.5	CAJ95805.1
GCF_024699925.1	1	3.66e-12	33.3	CAJ95805.1
GCF_024721115.1	4	1.2799999999999999e-28	39.0	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCF_024701975.1	2	6.83e-14	33.5	BAA19791.1,BAA35137.1
GCF_024734665.1	1	5.68e-13	33.0	BAA35137.1
GCF_024753215.1	1	6.29e-13	31.4	WP_207907290.1
GCF_024753245.1	2	3.07e-15	37.5	BAA33394.1,UCA14981.1
GCF_024753145.1	2	7.11e-21	36.0	BAA33394.1,UCA14981.1
GCF_024753285.1	3	2.11e-15	39.5	BAA33394.1,UCA14981.1,WP_243656647.1
GCF_024802625.1	2	1.54e-15	37.3	BAA33394.1,UCA14981.1
GCF_024746815.1	3	2.6e-15	40.4	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCF_024758505.1	3	1.08e-17	43.8	BAA33394.1,CAJ93939.1,WKZ88401.1
GCF_024925465.1	3	3.07e-19	51.9	BAA33394.1,UCA14981.1,WP_243656647.1
GCF_025144145.1	1	3.29e-12	34.8	WKZ88401.1
GCF_025153445.1	2	2.26e-15	36.0	BAA32541.1
GCF_025245835.1	1	1.8299999999999997e-23	41.4	WP_207907290.1
GCF_025290835.2	4	2.78e-20	39.3	BAA19791.1,BAA33394.1,BAA35137.1,UCA14981.1
GCF_025318105.1	1	5.53e-12	54.3	CAJ95805.1
GCF_025345565.1	1	4.32e-13	73.1	BAA32541.1
GCF_025353885.1	1	4.31e-11	30.8	WKZ88401.1
GCF_025354735.1	2	3.89e-21	35.5	BAA33394.1,UCA14981.1
GCF_025398155.2	2	5.579999999999999e-23	41.0	BAA33394.1,UCA14981.1
GCF_025548535.1	1	3.16e-11	66.7	UCA14981.1
GCF_025642255.1	2	8.02e-21	44.4	BAA33394.1,UCA14981.1
GCF_025665335.1	2	1.46e-18	47.3	BAA33394.1,UCA14981.1
GCF_025630775.1	1	1.96e-14	33.3	sp|P52090.1|PHA1_PAULE
GCF_025559845.1	1	1.23e-12	37.5	CAJ95805.1
GCF_025717065.2	1	3.87e-11	40.8	UCA14981.1
GCF_025699295.1	3	1.74e-16	58.3	BAA33394.1,UCA14981.1,WP_207907290.1
GCF_025697965.1	2	2.4e-26	34.1	BAA33394.1,UCA14981.1
GCF_025717675.1	4	5.34e-28	36.1	BAA33394.1,UCA14981.1
GCF_025717515.1	1	1.35e-12	47.5	BAA33394.1
GCF_025717555.1	4	4.64e-17	37.5	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCF_025753855.1	2	4.22e-12	37.0	CAJ93939.1,WKZ88401.1
GCF_025836975.1	1	3.3e-11	58.1	CAJ95805.1
GCF_025869515.1	1	2.23e-12	31.5	WKZ88401.1
GCF_025938095.1	2	3.26e-11	36.0	BAA33394.1,UCA14981.1
GCF_025993755.1	1	1.85e-11	36.8	BAA33394.1
GCF_026013475.1	1	2.89e-11	36.7	sp|P52090.1|PHA1_PAULE
GCF_026107375.2	1	6.73e-12	30.5	CAJ95805.1
GCF_026130605.1	1	7.83e-12	30.4	CAJ95805.1
GCF_026153205.1	4	6.4e-35	48.6	AAA87070.1,BAA19791.1,BAA35137.1,WP_207907290.1
GCF_026015985.1	2	1.16e-11	35.6	CAJ95805.1,WKZ88401.1
GCF_026130545.1	1	3.73e-16	33.2	CAJ95805.1
GCF_026191915.1	2	4.47e-13	73.1	CAJ93939.1,WKZ88401.1
GCF_026225065.1	2	1.5799999999999998e-23	39.1	BAA33394.1,UCA14981.1
GCF_026191725.2	1	8.55e-11	75.0	WKZ88401.1
GCF_026283945.1	5	7.73e-17	41.2	BAA33394.1,CAJ95805.1,UCA14981.1
GCF_026283965.1	2	3.45e-13	88.0	BAA33394.1,UCA14981.1
GCF_026626705.1	1	4.3e-21	34.9	sp|P52090.1|PHA1_PAULE
GCF_026712245.1	2	1.29e-14	33.3	BAA33394.1,UCA14981.1
GCF_026672545.1	2	9.03e-13	34.0	CAJ93939.1,WKZ88401.1
GCF_026898155.1	5	6.51e-15	36.4	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCF_027214045.1	1	4.75e-11	35.6	BAA33394.1
GCF_027271155.1	1	3.67e-15	30.0	WKZ88401.1
GCF_027270315.1	1	1.62e-16	32.5	sp|P52090.1|PHA1_PAULE
GCF_027212525.1	4	2.11e-15	38.2	BAA33394.1,CAJ93939.1,CAJ95805.1,WKZ88401.1
GCF_027498035.1	2	4.39e-16	37.1	BAA33394.1,UCA14981.1
GCF_027532185.1	5	7.38e-16	38.0	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCF_027492855.1	5	7.58e-26	51.9	BAA19791.1,BAA33394.1,BAA35137.1,CAJ95805.1,UCA14981.1
GCF_027497995.1	3	3.13e-24	34.7	BAA33394.1,CAJ95805.1,UCA14981.1
GCF_027568395.1	2	9.92e-13	38.3	CAJ93939.1,UCA14981.1
GCF_027571405.1	2	4.73e-15	38.5	CAJ95805.1,WKZ88401.1
GCF_027856955.1	1	1.55e-11	37.8	CAJ93939.1
GCF_027912535.1	1	8.3e-12	30.1	WKZ88401.1
GCF_027920805.1	1	9.15e-16	30.3	CAJ95805.1
GCF_027889715.1	1	8.81e-14	34.9	WKZ88401.1
